id,user,avaliation,former_employeer
648,Consultor,"Prós: Ótima empresa com salario é benefícios bem atrativos.flexibilidade de horário é uma boa equipe de gestores que da O suporte ao funcionário.. Contras: Alguns processos de sistema são falhos deixando o co sultor sem suporte de atendimento ao cliente. Gestão geral um pouco deficiente. Rh as vezes indisponíveis ao consultor.""",False
649,Assistente Administrativo,"Prós: Estabilidade (difícil ter demissões). Local de muito aprendizado e contato com todos os níveis hierárquicos. Localização boa. Ambiente positivo. Contras: Não tem plano de carreira e difícil crescimento profissional. RH muito fraco para o porte da empresa. Não tem notebook para a maioria dos funcionários. Conselhos para presidência: Melhorar RH""",False
650,Operador Logístico,"Prós: Oferece boa remuneração, um ótimo ambiente de trabalho, alem de muitas oportunidades de crescimento dentro da empresa, ambiente casual e descontraído. Contras: Os benefícios deixam a desejar. Vale refeição é meramente simbólico, são apenas 5 reais por dia para os primeiros cargos. Não possui vale alimentação. Plano de saúde é apenas com coparticipação. Conselhos para presidência: Melhorar os benefícios dos funcionários   ",False
651,Agente de Atendimento,"Prós: Empresa flexível, ambiente harmonioso e disruptiva, a Concentrix é pioneira no ramo de qualidade de vida para os funcionários, inovando cada mês com um incentivo. Contras: Apesar de proporcionar qualidade de vida, a Concentrix também tem que melhorar alguns pontos como a eficiência do RH e alguns sistemas internos. Conselhos para presidência: Obrigado time CNX   ",False
652,"Supervisor - Ex-funcionário, saiu em 2012","Prós: Alta qualidade como empregadora, moderna visionaria e com projeção de crescimento. Ambiente de trabalho fantástico de responsabilidade e respeito. Contras: Capilaridade rede restrita, poderiam ampliar para melhorar a qualidade. Ter mais opções de produtos para comercializar e aumentar a oferta desta excelente empresa.   ",True
864,Consultor,"Prós: Bons benefícios, recebo um vale alimentação de R$ 726,00 e um ótimo plano de saúde. A comissão também é muito boa. Gosto que a minha comissão é somada ao meu salário base, ou seja recebo os 2.. diferente de alguns lugares que recebe só a comissão. Contras: Bastante pressão, por parte dos clientes, e gestores em relação as metas. Telecom você deve estar ciente que terá que resolver problemas cinstantemente.",False
883,"Vendedor Comercial - Ex-funcionário, saiu em 2016","Prós: Na minha área atual tenho muita flexibilidade em horário e local de trabalho. Faço home office 1 vez por semana porém se precisar posso trabalhar outros dias de casa ou de um outro prédio mais próximo. Salário pago em dia Contras: Nunca recebi um feedback, gestores despreparados, só se preocupam em mostrar resultado para a diretoria. Sem reconhecimento e promoções são muito difíceis. Conselhos para presidência: A empresa deixou de valorizar os funcionários, os benefícios estão acabando e com isso os bons funcionários estão saindo cada vez mais. Gestores péssimos, só se importam em mostrar resultado para diretoria. Muitos processos arcaicos e mudanças de estrutura frequentes que acabam sempre trazendo mais bagunça do que beneficios para as áreas.",True
901,Analista Pleno,"Prós: Benefícios do trabalhador, plano de saúde bom, mobility para os funcionários, acompanhamento gestante, refeição e alimentação bons... Linha funcional Contras: Meu chefe, sendo extensão executiva da empresa, está aquém do que a telefônica está caracterizando como líder ideal. Extremamente inseguro e autoritario",False
919,"Atendente de Agendamento - Ex-funcionário, saiu em 2018","Prós: Pessoal técnico dedicado e muito capaz. Trabalhei com uma equipe extremamente leal e receptiva. Excelentes benefícios, mas poderiam dar maiores descontos sobre os produtos da empresa para os funcionários. Contras: Gestão confusa, chegando a ser autoritária. Pouco espaço para trazer novos conceitos em algumas Diretorias. Uma movimentação atípica de pessoas. Contratações aos montes seguidas de PDV e grandes demissões. Falta de feedback claro da gestão. Conselhos para presidência: Fazer valer as politicas de RH, acompanhando mais de perto a gestão das áreas",True
938,"Atendente de Retenção - Ex-funcionário, saiu em 2017","Prós: Programa de trainee muito bem estruturado com ótimos benefícios, pós graduaçao 100% subsidiada, salário atrativo e bom clima de trabalho. Profissionais experientes e com bastante tempo de empresa ajudam no desenvolvimento. Bom plano de carreira quando se atua nas áreas de negócios. Contras: Ocorrem muitas mudanças para melhoria dos processos e acompanhamento do mercado. Entretanto, os colaboradores não são comunicados e não possuam a opção de escolher as atividades ou áreas que vão assumir. É necessário ter um perfil dinâmico e resiliente.",True
957,Analista de Recursos Sênior,"Prós: Benefícios, pessoas, flexibilidade, atenção com o funcionário, estabilidade, plano de carreira, oportunidade de cursos pela empresa e parceria. Opção bem bacana de trabalha de bermuda no verão e fazer trabalho remoto 1 vez por semana. Planos de internet e telefone da empresa muito bacana também. Contras: Distancia da minha casa, cobrança, trabalho sobre pressão, carga horária flexível porém muitíssimo puxada. Para cargos executivos há maior dificuldade de movimentos internos, exige um bom network.",False
976,Analista de Telecom,"Prós: Cultura da empresa é ótima, com respeito a diversidade e iniciativas de inclusão. Benefícios são flexíveis e em geral muito bons, além de ter benefícios fixos. Contras: Tempo de escolha de benefícios é um pouco restrito, podendo ser trocado apenas uma vez por ano. Há alternância e mudanças nos níveis gerencias demasiadamente, o que atrapalha as vezes a continuidade de projetos.",False
995,Coordenador de Vendas,"Prós: Os benefícios são ótimos, em varias ocasiões recebemos bonificações que sempre salvam, sempre com oportunidade de crescimento e a empresa sempre pensa no funcionário Contras: Apesar de varias oportunidades de crescimento e aumento de cargo e salários, é complicado migrar de uma área pra outra dentro da empresa. Sair do setor de lojas por exemplo e ir para o inferno em marketing",False
1014,Analista de Recursos Humanos,"Prós: Ambiente de trabalho,gestores,colaboradores no geral são bem tranquilos,benefícios como plano de saúde,vale alimentação e refeição,horário de trabalho bom também. Contras: não tenho o que reclamar da empresa,nem dos gestores,que se tornaram amigos,pois são bem compreensíveis,um assunto um pouco delicado de se tratar são as metas,mais nada impossível",False
1024,Analista de Suporte Técnico,"Prós: Boa estabilidade, a empresa tem investimentos em novas tecnologias através do TOTVS Labs. Benefícios são os de mercado. A nova sede é muito legal, padrão Google. Várias unidades espalhadas pelo Brasil. Contras: Direcionamento tecnológico é ultrapassado... Apesar do clima ser legal na matriz, nas unidades não é o mesmo. Falta de direcionamento claro com relação as inovações. Muita política e pouca meritocracia. A burocracia é muito grande!   ",False
1033,Consultor de Inovação,Prós: Empresa que se preocupa bastante com o funcionário boa remuneração e se preocupa em detalhe com o cliente evitando erros o que torna o trabalho muito melhor Contras: Promoções na empresa são rm geral um tanto problemáticas mistura se muito o pessoal com o profissional e só amigos de alguém acabam por conseguir um cargo a curto prazo,False
1043,"Analista - Ex-funcionário, saiu em 2014","Prós: Possibilidade de aprendizado constante, acesso aos gestores com certa facilidade, benefícios, liberdade para realizar seu trabalho e disponibilidade de ferramentas para trabalhar Contras: A burocracia certamente é o maior problema, a remuneração é abaixo do mercado e existe uma política de competição interna não muito sadia, o que não permite uma clara possibilidade de crescimento. Conselhos para presidência: Reduzir a burocracia.   ",True
1052,Analista Sênior,"Prós: Bom ambiente, cultura legal, pessoas são simpáticas e os superviosres estão sempre dispostos a ajudar. 6h20 por dia e possibilidade de trocar os horários as vezes. Contras: Trabalho muitas vezes estressante, muitas vezes desanimador, tem de trabalhar sábado ou domingo e não é fixo, as vezes é sábado, as vezes é domingo.",False
1062,Analista de Implantação Sênior,"Prós: Empresa moderna por ser na área de tecnologia, com algumas ações e campanhas diferente de mercado. Crescimento constante do negócio e com reflexos em ações de investimento. Uma empresa que se torna uma escola no modelo corporativo, mas uma realidade diferente do direcionamento que o mercado está tomando hoje. Contras: Nível hierárquico e burocrático absurdo! Modelo de negócio insano, muitas empresas adquiridas e várias culturas e produtos que não se conversam. Foco do cliente não é o que ocorre na prática, mas o foco em regras desnecessárias se procede com sucesso. Falta de reconhecimento e padrão salarial/benefícios para todos unidades do grupo. Sentimento de injustiça e favoritismo na matriz. Conselhos para presidência: Desapego, seja de produtos sem sentindo e vícios/burocracias desnecessárias. Há muito talento na empresa que estão saindo por falta de autonomia e reconhecimento. Sugiro investir em uma nova cultura e processos de forma inovadora. Fácil pra uma empresa de grande porte não é, mas se não começar já, nunca chegará lá!",False
